600 0.893527
600.006 0.893991
600.012 0.894123
600.018 0.894158
600.024 0.89417
600.030001 0.894169
600.036001 0.894168
600.042001 0.894168
600.048002 0.89417
600.054002 0.894172
600.060003 0.894174
600.066004 0.894176
600.072004 0.894158
600.078005 0.893974
600.084006 0.893981
600.090007 0.894143
600.096008 0.894152
600.102009 0.894136
600.10801 0.8941
600.114011 0.894029
600.120012 0.893852
600.126013 0.893014
600.132015 0.889512
600.138016 0.878855
600.144017 0.889442
600.150019 0.892045
600.15602 0.89312
600.162022 0.893869
600.168024 0.893898
600.174025 0.893482
600.180027 0.890281
600.186029 0.891702
600.192031 0.893723
600.198033 0.894049
600.204035 0.894131
600.210037 0.894166
600.216039 0.894184
600.222041 0.894195
600.228043 0.894201
600.234046 0.894204
600.240048 0.8942
600.24605 0.894157
600.252053 0.893934
600.258055 0.89415
600.264058 0.8942
600.270061 0.8942
600.276063 0.894164
600.282066 0.894148
600.288069 0.894163
600.294072 0.894065
600.300075 0.893375
600.306078 0.893422
600.312081 0.893356
600.318084 0.891273
600.324087 0.892762
600.330091 0.894018
600.336094 0.894141
600.342097 0.894172
600.348101 0.894179
600.354104 0.894167
600.360108 0.894109
600.366112 0.894007
600.372115 0.893667
600.378119 0.891364
600.384123 0.892553
600.390127 0.893899
600.396131 0.89408
600.402135 0.894107
600.408139 0.89403
600.414143 0.893577
600.420147 0.892407
600.426151 0.891015
600.432156 0.889088
600.43816 0.89356
600.444164 0.893954
600.450169 0.893822
600.456173 0.892417
600.462178 0.893664
600.468183 0.894129
600.474187 0.894168
600.480192 0.894177
600.486197 0.894058
600.492202 0.894041
600.498207 0.894223
600.504212 0.89424
600.510217 0.894242
600.516222 0.894239
600.522227 0.894202
600.528232 0.894201
600.534238 0.89419
600.540243 0.894102
600.546249 0.893629
600.552254 0.890554
600.55826 0.892858
600.564265 0.894022
600.570271 0.894166
600.576277 0.89419
600.582282 0.893967
600.588288 0.893947
600.594294 0.894213
600.6003 0.89423
600.606306 0.894219
600.612312 0.894182
600.618318 0.894078
600.624325 0.893579
600.630331 0.88876
600.636337 0.891368
600.642344 0.893814
600.64835 0.893862
600.654357 0.892183
600.660363 0.893322
600.66637 0.894127
600.672376 0.894222
600.678383 0.894253
600.68439 0.894267
600.690397 0.894273
600.696404 0.894276
600.702411 0.894273
600.708418 0.894261
600.714425 0.894195
600.720432 0.893837
600.726439 0.893848
600.732447 0.89416
600.738454 0.893991
600.744461 0.893176
600.750469 0.893807
600.756476 0.894091
600.762484 0.894244
600.768492 0.894258
600.774499 0.894153
600.780507 0.894177
600.786515 0.894281
600.792523 0.894295
600.798531 0.894282
600.804539 0.894248
600.810547 0.894297
600.816555 0.894304
600.822563 0.894302
600.828572 0.894281
600.83458 0.894114
600.840588 0.894033
600.846597 0.894249
600.852605 0.894233
600.858614 0.894008
600.864622 0.892834
600.870631 0.892955
600.87664 0.894166
600.882649 0.894274
600.888657 0.894296
600.894666 0.894274
600.900675 0.893981
600.906684 0.894207
600.912693 0.894262
600.918703 0.894206
600.924712 0.894233
600.930721 0.8943
600.93673 0.894141
600.94274 0.894183
600.948749 0.894307
600.954759 0.894303
600.960768 0.894257
600.966778 0.893979
600.972788 0.892251
600.978798 0.89359
600.984807 0.894213
600.990817 0.894264
600.996827 0.8942
601.002837 0.893268
601.008847 0.893167
601.014857 0.894202
601.020867 0.894281
601.026878 0.894284
601.032888 0.894332
601.038898 0.894339
601.044909 0.894339
601.050919 0.894341
601.05693 0.89434
601.06294 0.894333
601.068951 0.894318
601.074962 0.894282
601.080973 0.89407
601.086983 0.893782
601.092994 0.893706
601.099005 0.890374
601.105016 0.8905
601.111027 0.893797
601.117039 0.894177
601.12305 0.894274
601.129061 0.894313
601.135072 0.894332
601.141084 0.894342
601.147095 0.894346
601.153107 0.894342
601.159118 0.894313
601.16513 0.893942
601.171141 0.893878
601.177153 0.894275
601.183165 0.894266
601.189177 0.894281
601.195189 0.894354
601.201201 0.894367
601.207213 0.894371
601.213225 0.894374
601.219237 0.894375
601.225249 0.894377
601.231262 0.894377
601.237274 0.894378
601.243286 0.894378
601.249299 0.894378
