
6.000000000e-01  7.5322702e+01  1.52317e+02  9.79214e+05  7.53227e+01  7.53247e+01
6.030000000e-01  6.6136034e+01  1.51642e+02  9.79214e+05  6.61360e+01  6.61382e+01
6.060150000e-01  6.1874855e+01  1.50514e+02  9.79214e+05  6.18749e+01  6.18772e+01
6.090450750e-01  5.9430462e+01  1.49409e+02  9.79214e+05  5.94305e+01  5.94330e+01
6.120903004e-01  5.9384055e+01  1.48326e+02  9.79214e+05  5.93841e+01  5.93868e+01
6.151507519e-01  6.3629535e+01  1.47264e+02  9.79214e+05  6.36295e+01  6.36325e+01
6.182265056e-01  6.9621899e+01  1.46223e+02  9.79214e+05  6.96219e+01  6.96251e+01
6.213176382e-01  6.8714342e+01  1.45203e+02  9.79214e+05  6.87143e+01  6.87178e+01
6.244242264e-01  5.8831162e+01  1.44204e+02  9.79214e+05  5.88312e+01  5.88349e+01
6.275463475e-01  5.7096364e+01  1.43223e+02  9.79214e+05  5.70964e+01  5.71004e+01
6.306840792e-01  5.2222643e+01  1.42262e+02  9.79214e+05  5.22226e+01  5.22270e+01
6.338374996e-01  5.2624902e+01  1.41320e+02  9.79214e+05  5.26249e+01  5.26296e+01
6.370066871e-01  5.1422835e+01  1.40396e+02  9.79214e+05  5.14228e+01  5.14279e+01
6.401917206e-01  5.1178841e+01  1.39489e+02  9.79214e+05  5.11788e+01  5.11843e+01
6.433926792e-01  5.2221821e+01  1.38601e+02  9.79214e+05  5.22218e+01  5.22277e+01
6.466096426e-01  7.0944090e+01  1.37728e+02  9.79214e+05  7.09441e+01  7.09504e+01
6.498426908e-01  6.0933196e+01  1.36875e+02  9.79214e+05  6.09332e+01  6.09400e+01
6.530919042e-01  5.8686576e+01  1.36037e+02  9.79214e+05  5.86866e+01  5.86939e+01
6.563573637e-01  6.0503225e+01  1.35215e+02  9.79214e+05  6.05032e+01  6.05111e+01
6.596391506e-01  5.4382425e+01  1.34409e+02  9.79214e+05  5.43824e+01  5.43909e+01
6.629373463e-01  5.1540586e+01  1.33619e+02  9.79214e+05  5.15406e+01  5.15497e+01
6.662520330e-01  4.7577802e+01  1.32844e+02  9.79214e+05  4.75778e+01  4.75876e+01
6.695832932e-01  4.4494172e+01  1.32084e+02  9.79214e+05  4.44942e+01  4.45047e+01
6.729312097e-01  4.0713790e+01  1.31338e+02  9.79214e+05  4.07138e+01  4.07251e+01
6.762958657e-01  3.8775258e+01  1.30607e+02  9.79214e+05  3.87753e+01  3.87874e+01
6.796773451e-01  3.8520673e+01  1.29890e+02  9.79214e+05  3.85207e+01  3.85337e+01
6.830757318e-01  3.9590630e+01  1.29186e+02  9.79214e+05  3.95906e+01  3.96046e+01
6.864911104e-01  3.8969522e+01  1.28496e+02  9.79214e+05  3.89695e+01  3.89845e+01
6.899235660e-01  4.3219160e+01  1.27819e+02  9.79214e+05  4.32192e+01  4.32352e+01
