
1.250000000e+00  6.8629978e+02  8.29185e+01  9.85626e+05  6.86300e+02  6.87174e+02
1.256250000e+00  6.0141421e+02  8.30042e+01  9.85626e+05  6.01414e+02  6.02348e+02
1.262531250e+00  5.5391107e+02  8.28639e+01  9.85626e+05  5.53911e+02  5.54897e+02
1.268843906e+00  5.3997442e+02  8.27263e+01  9.85626e+05  5.39974e+02  5.41001e+02
1.275188126e+00  5.5950809e+02  8.25913e+01  9.85626e+05  5.59508e+02  5.60562e+02
1.281564066e+00  6.2380246e+02  8.24585e+01  9.85626e+05  6.23802e+02  6.24862e+02
1.287971887e+00  7.2588037e+02  8.23281e+01  9.85626e+05  7.25880e+02  7.26930e+02
1.294411746e+00  8.8788475e+02  8.21992e+01  9.85626e+05  8.87885e+02  8.88874e+02
1.300883805e+00  1.0497835e+03  8.20741e+01  9.85626e+05  1.04978e+03  1.05069e+03
1.307388224e+00  1.1969027e+03  8.19532e+01  9.85626e+05  1.19690e+03  1.19771e+03
1.313925165e+00  1.3120104e+03  8.18372e+01  9.85626e+05  1.31201e+03  1.31269e+03
1.320494791e+00  1.3481210e+03  8.17277e+01  9.85626e+05  1.34812e+03  1.34874e+03
1.327097265e+00  1.5037504e+03  8.16174e+01  9.85626e+05  1.50375e+03  1.50415e+03
1.333732751e+00  1.7666751e+03  8.15066e+01  9.85626e+05  1.76668e+03  1.76679e+03
1.340401415e+00  1.6890911e+03  8.14120e+01  9.85626e+05  1.68909e+03  1.68924e+03
1.347103422e+00  1.8152609e+03  8.13133e+01  9.85626e+05  1.81526e+03  1.81535e+03
1.353838939e+00  1.9601216e+03  8.12173e+01  9.85626e+05  1.96012e+03  1.96017e+03
1.360608134e+00  1.9904233e+03  8.11290e+01  9.85626e+05  1.99042e+03  1.99045e+03
1.367411174e+00  1.9282478e+03  8.10475e+01  9.85626e+05  1.92825e+03  1.92830e+03
1.374248230e+00  2.0087350e+03  8.09641e+01  9.85626e+05  2.00874e+03  2.00878e+03
1.381119471e+00  2.0265170e+03  8.08863e+01  9.85626e+05  2.02652e+03  2.02656e+03
1.388025069e+00  2.0178207e+03  8.08127e+01  9.85626e+05  2.01782e+03  2.01786e+03
1.394965194e+00  1.9558605e+03  8.07444e+01  9.85626e+05  1.95586e+03  1.95591e+03
1.401940020e+00  1.9653834e+03  8.06766e+01  9.85626e+05  1.96538e+03  1.96544e+03
1.408949720e+00  1.9940938e+03  8.06432e+01  9.85626e+05  1.99409e+03  1.99415e+03
1.415994469e+00  1.8533240e+03  8.06273e+01  9.85626e+05  1.85332e+03  1.85342e+03
1.423074441e+00  1.8034844e+03  8.06114e+01  9.85626e+05  1.80348e+03  1.80360e+03
1.430189813e+00  1.7464095e+03  8.05991e+01  9.85626e+05  1.74641e+03  1.74660e+03
1.437340762e+00  1.6885423e+03  8.05902e+01  9.85626e+05  1.68854e+03  1.68877e+03
1.444527466e+00  1.6352246e+03  8.05844e+01  9.85626e+05  1.63522e+03  1.63550e+03
1.451750104e+00  1.5320723e+03  8.05838e+01  9.85626e+05  1.53207e+03  1.53254e+03
1.459008854e+00  1.4363432e+03  8.05862e+01  9.85626e+05  1.43634e+03  1.43698e+03
1.466303898e+00  1.4083714e+03  8.05894e+01  9.85626e+05  1.40837e+03  1.40911e+03
1.473635418e+00  1.3602068e+03  8.05966e+01  9.85626e+05  1.36021e+03  1.36109e+03
1.481003595e+00  1.3372942e+03  8.06062e+01  9.85626e+05  1.33729e+03  1.33829e+03
1.488408613e+00  1.2679111e+03  8.06208e+01  9.85626e+05  1.26791e+03  1.26916e+03
1.495850656e+00  1.1899930e+03  8.06389e+01  9.85626e+05  1.18999e+03  1.19155e+03
1.503329909e+00  1.1346783e+03  8.06595e+01  9.85626e+05  1.13468e+03  1.13653e+03
1.510846559e+00  1.0544776e+03  8.06842e+01  9.85626e+05  1.05448e+03  1.05680e+03
1.518400792e+00  9.9912826e+02  8.07113e+01  9.85626e+05  9.99128e+02  1.00185e+03
1.525992796e+00  9.5557781e+02  8.07411e+01  9.85626e+05  9.55578e+02  9.58595e+02
1.533622760e+00  8.7698569e+02  8.07755e+01  9.85626e+05  8.76986e+02  8.80626e+02
1.541290873e+00  8.3552670e+02  8.08118e+01  9.85626e+05  8.35527e+02  8.39574e+02
1.548997328e+00  7.7228342e+02  8.08520e+01  9.85626e+05  7.72283e+02  7.76842e+02
1.556742314e+00  7.3981158e+02  8.08944e+01  9.85626e+05  7.39812e+02  7.44734e+02
