
1.000000000e+00  2.6720719e+02  9.97340e+05  2.67207e+02  2.82985e+02
1.005000000e+00  2.6127133e+02  9.97340e+05  2.61271e+02  2.77875e+02
1.010025000e+00  2.5487571e+02  9.97340e+05  2.54876e+02  2.71418e+02
1.015075125e+00  2.5200712e+02  9.97340e+05  2.52007e+02  2.69097e+02
1.020150501e+00  2.3827517e+02  9.97340e+05  2.38275e+02  2.55799e+02
1.025251253e+00  2.3039732e+02  9.97340e+05  2.30397e+02  2.48060e+02
1.030377509e+00  2.2270874e+02  9.97340e+05  2.22709e+02  2.40819e+02
1.035529397e+00  2.1524969e+02  9.97340e+05  2.15250e+02  2.33987e+02
1.040707044e+00  2.1036217e+02  9.97340e+05  2.10362e+02  2.29383e+02
1.045910579e+00  2.0882734e+02  9.97340e+05  2.08827e+02  2.28352e+02
1.051140132e+00  2.1033272e+02  9.97340e+05  2.10333e+02  2.30253e+02
1.056395833e+00  2.2466056e+02  9.97340e+05  2.24661e+02  2.45216e+02
1.061677812e+00  2.2694657e+02  9.97340e+05  2.26947e+02  2.48033e+02
1.066986201e+00  2.3000130e+02  9.97340e+05  2.30001e+02  2.51847e+02
1.072321132e+00  2.3364244e+02  9.97340e+05  2.33642e+02  2.55906e+02
1.077682738e+00  2.3227178e+02  9.97340e+05  2.32272e+02  2.55078e+02
1.083071151e+00  2.3984688e+02  9.97340e+05  2.39847e+02  2.63404e+02
1.088486507e+00  2.3513696e+02  9.97340e+05  2.35137e+02  2.59166e+02
1.093928940e+00  2.4344268e+02  9.97340e+05  2.43443e+02  2.68503e+02
1.099398584e+00  2.5402296e+02  9.97340e+05  2.54023e+02  2.79403e+02
1.104895577e+00  2.6953327e+02  9.97340e+05  2.69533e+02  2.95056e+02
1.110420055e+00  2.9785291e+02  9.97340e+05  2.97853e+02  3.23997e+02
1.115972155e+00  3.1679452e+02  9.97340e+05  3.16795e+02  3.43545e+02
1.121552016e+00  3.1624312e+02  9.97340e+05  3.16243e+02  3.43723e+02
1.127159776e+00  3.1145659e+02  9.97340e+05  3.11457e+02  3.39855e+02
1.132795575e+00  3.3179930e+02  9.97340e+05  3.31799e+02  3.60508e+02
1.138459553e+00  3.4676358e+02  9.97340e+05  3.46764e+02  3.76404e+02
1.144151851e+00  3.4852962e+02  9.97340e+05  3.48530e+02  3.78588e+02
1.149872610e+00  3.4712481e+02  9.97340e+05  3.47125e+02  3.77564e+02
1.155621973e+00  3.5445444e+02  9.97340e+05  3.54454e+02  3.85363e+02
1.161400083e+00  3.6349631e+02  9.97340e+05  3.63496e+02  3.95684e+02
1.167207083e+00  3.6135802e+02  9.97340e+05  3.61358e+02  3.93900e+02
1.173043119e+00  3.6287228e+02  9.97340e+05  3.62872e+02  3.95863e+02
1.178908334e+00  3.5044680e+02  9.97340e+05  3.50447e+02  3.84037e+02
1.184802876e+00  3.4473999e+02  9.97340e+05  3.44740e+02  3.79144e+02
1.190726890e+00  3.3449231e+02  9.97340e+05  3.34492e+02  3.69563e+02
1.196680525e+00  3.2676991e+02  9.97340e+05  3.26770e+02  3.62849e+02
1.202663927e+00  3.0677544e+02  9.97340e+05  3.06775e+02  3.42918e+02
1.208677247e+00  2.9312935e+02  9.97340e+05  2.93129e+02  3.30276e+02
1.214720633e+00  2.8945090e+02  9.97340e+05  2.89451e+02  3.26345e+02
1.220794236e+00  2.7062010e+02  9.97340e+05  2.70620e+02  3.08172e+02
1.226898208e+00  2.6540241e+02  9.97340e+05  2.65402e+02  3.03655e+02
1.233032699e+00  2.5294025e+02  9.97340e+05  2.52940e+02  2.91776e+02
1.239197862e+00  2.4981041e+02  9.97340e+05  2.49810e+02  2.89186e+02
1.245393852e+00  2.4600536e+02  9.97340e+05  2.46005e+02  2.86199e+02
