
1.250000000e+00  5.7253256e+01  9.79214e+05  5.72533e+01  6.65421e+01
1.256250000e+00  3.7501447e+01  9.79214e+05  3.75014e+01  4.71209e+01
1.262531250e+00  2.9346684e+01  9.79214e+05  2.93467e+01  3.93040e+01
1.268843906e+00  2.8396122e+01  9.79214e+05  2.83961e+01  3.86732e+01
1.275188126e+00  3.7721366e+01  9.79214e+05  3.77214e+01  4.82357e+01
1.281564066e+00  6.2085926e+01  9.79214e+05  6.20859e+01  7.31203e+01
1.287971887e+00  9.8104256e+01  9.79214e+05  9.81043e+01  1.09200e+02
1.294411746e+00  1.7790712e+02  9.79214e+05  1.77907e+02  1.88984e+02
1.300883805e+00  2.8674131e+02  9.79214e+05  2.86741e+02  2.97932e+02
1.307388224e+00  4.1517868e+02  9.79214e+05  4.15179e+02  4.26225e+02
1.313925165e+00  5.3306753e+02  9.79214e+05  5.33068e+02  5.44314e+02
1.320494791e+00  5.8131666e+02  9.79214e+05  5.81317e+02  5.92509e+02
1.327097265e+00  8.0888157e+02  9.79214e+05  8.08882e+02  8.19331e+02
1.333732751e+00  1.2493116e+03  9.79214e+05  1.24931e+03  1.25714e+03
1.340401415e+00  1.1053636e+03  9.79214e+05  1.10536e+03  1.11444e+03
1.347103422e+00  1.2930528e+03  9.79214e+05  1.29305e+03  1.30128e+03
1.353838939e+00  1.5440861e+03  9.79214e+05  1.54409e+03  1.55089e+03
1.360608134e+00  1.6299168e+03  9.79214e+05  1.62992e+03  1.63602e+03
1.367411174e+00  1.4789347e+03  9.79214e+05  1.47893e+03  1.48635e+03
1.374248230e+00  1.6051226e+03  9.79214e+05  1.60512e+03  1.61178e+03
1.381119471e+00  1.6269466e+03  9.79214e+05  1.62695e+03  1.63363e+03
1.388025069e+00  1.6289666e+03  9.79214e+05  1.62897e+03  1.63578e+03
1.394965194e+00  1.5520290e+03  9.79214e+05  1.55203e+03  1.55958e+03
1.401940020e+00  1.5611865e+03  9.79214e+05  1.56119e+03  1.56889e+03
1.408949720e+00  1.5834148e+03  9.79214e+05  1.58341e+03  1.59138e+03
1.415994469e+00  1.4069551e+03  9.79214e+05  1.40696e+03  1.41656e+03
1.423074441e+00  1.3115699e+03  9.79214e+05  1.31157e+03  1.32242e+03
1.430189813e+00  1.2152753e+03  9.79214e+05  1.21528e+03  1.22719e+03
1.437340762e+00  1.1272862e+03  9.79214e+05  1.12729e+03  1.14007e+03
1.444527466e+00  1.0421544e+03  9.79214e+05  1.04215e+03  1.05604e+03
1.451750104e+00  8.6763319e+02  9.79214e+05  8.67633e+02  8.83479e+02
1.459008854e+00  7.3663203e+02  9.79214e+05  7.36632e+02  7.53818e+02
1.466303898e+00  6.9030809e+02  9.79214e+05  6.90308e+02  7.08255e+02
1.473635418e+00  6.1072713e+02  9.79214e+05  6.10727e+02  6.30001e+02
1.481003595e+00  5.8335414e+02  9.79214e+05  5.83354e+02  6.03166e+02
1.488408613e+00  5.0493174e+02  9.79214e+05  5.04932e+02  5.26207e+02
1.495850656e+00  4.1636805e+02  9.79214e+05  4.16368e+02  4.38364e+02
1.503329909e+00  3.6394884e+02  9.79214e+05  3.63949e+02  3.88250e+02
1.510846559e+00  2.9310210e+02  9.79214e+05  2.93102e+02  3.17467e+02
1.518400792e+00  2.4285627e+02  9.79214e+05  2.42856e+02  2.68249e+02
1.525992796e+00  2.1015979e+02  9.79214e+05  2.10160e+02  2.36441e+02
1.533622760e+00  1.5053795e+02  9.79214e+05  1.50538e+02  1.78070e+02
1.541290873e+00  1.1963505e+02  9.79214e+05  1.19635e+02  1.48179e+02
1.548997328e+00  8.2688343e+01  9.79214e+05  8.26883e+01  1.12315e+02
1.556742314e+00  6.4594272e+01  9.79214e+05  6.45943e+01  9.54614e+01
